gid,iso,subarea,hdi,population,fraction_urban_pop,fraction_pop_under5,sheddingRate_virus,shedding_duration_virus,incidence_urban_under5_virus,incidence_urban_5plus_virus,incidence_rural_under5_virus,incidence_rural_5plus_virus,sheddingRate_protozoa,shedding_duration_protozoa,incidence_urban_under5_protozoa,incidence_urban_5plus_protozoa,incidence_rural_under5_protozoa,incidence_rural_5plus_protozoa,flushSewer_urb,flushSeptic_urb,flushPit_urb,flushOpen_urb,flushUnknown_urb,pitSlab_urb,pitNoSlab_urb,compostingToilet_urb,bucketLatrine_urb,containerBased_urb,hangingToilet_urb,openDefecation_urb,other_urb,coverBury_urb,sewageTreated_urb,fecalSludgeTreated_urb,isWatertight_urb,hasLeach_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,onsiteDumpedland_urb,flushSewer_rur,flushSeptic_rur,flushPit_rur,flushOpen_rur,flushUnknown_rur,pitSlab_rur,pitNoSlab_rur,compostingToilet_rur,bucketLatrine_rur,containerBased_rur,hangingToilet_rur,openDefecation_rur,other_rur,coverBury_rur,sewageTreated_rur,fecalSludgeTreated_rur,isWatertight_rur,hasLeach_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,onsiteDumpedland_rur,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionPonds,fRemoval_treatment_virus,fRemoval_treatment_protozoa,fEmitted_inEffluent_after_treatment_virus,fEmitted_inEffluent_after_treatment_protozoa,notes1,notes2,notes3
SWZ,SWZ,Swaziland,0.608,1391385,0.23799236,0.123841974,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.316,0.179,0.015,0.004,0.002,0.428,0.049,0,0,NA,0,0.005,0,0,0.103237772,0.2,0,0,3,0,0,0,0.1,0.02,0.038,0.007,0,0.001,0.715,0.074,0,0,NA,0,0.144,0.001,0.9,0.0100481,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
SXM,SXM,Sint Maarten,NA,40552,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.1,0.425,0,0,0.462,0,0,0,0,NA,0,0.002,0.011,0,0.22,0.2,0,0,3,0,0,0,0.1,0.1,0.425,0,0,0.462,0,0,0,0,NA,0,0.002,0.011,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
SYC,SYC,Seychelles,0.801,95235,0.566902924,0.081014846,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.17,0.79,0,0,0,0.04,0,0,0,NA,0,0,0,0,0.359777138,0.9,0,0,3,0,0,0,0.1,0.17,0.79,0,0,0,0.04,0,0,0,NA,0,0,0,0,0.359777138,0.9,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
SYR,SYR,Syria,0.549,18284407,0.541621995,0.109658512,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0.039871061,0.2,0,0,3,0,0,0,0.1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0.9,0.039871061,0,0,0,3,0,0,0,0.1,0.410958904,0.493150685,0.095890411,NA,0.871643836,0.737534247,0.112369863,0.186438356,,,
TCA,TCA,Turks and Caicos Islands,NA,35963,0.930984623,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.092,0.544,0,0,0,0.342,0,0,0,NA,0,0.014,0.008,0,0.22,0.2,0,0,3,0,0,0,0.1,0.092,0.544,0,0,0,0.342,0,0,0,NA,0,0.014,0.008,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
TCD,TCD,Chad,0.401,15353184,0.230589238,0.17840376,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0.041,0.012,0.003,0,0.475,0.287,0,0.001,NA,0.01,0.171,0.002,0,0,0.2,0,0,3,0,0,0,0.1,0,0.001,0.001,0,0,0.036,0.109,0,0.001,NA,0.008,0.844,0,0.9,0.010953782,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
TGO,TGO,Togo,0.513,7990926,0.417016501,0.147372721,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.012,0.408,0.046,0.005,0.001,0.336,0.057,0,0,NA,0,0.131,0.003,0,0.04125183,0.2,0,0,3,0,0,0,0.1,0,0.041,0.005,0,0,0.147,0.087,0.011,0,NA,0.003,0.706,0,0.9,0.029118939,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
THA,THA,Thailand,0.765,69183173,0.499486747,0.051519386,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.108,0.866,0.021,0.003,0,0.001,0,0,0,NA,0,0.001,0,0,0.27005395,0.2,0,0,3,0,0,0,0.1,0.052,0.896,0.046,0,0,0.001,0,0,0,NA,0,0.004,0,0.9,0.262755194,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
TJK,TJK,Tajikistan,0.656,9107211,0.271343774,0.142252142,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.503,0.003,0.044,0.001,0,0.445,0.001,0.002,0,NA,0,0,0,0,0.101666045,0.2,0,0,3,0,0,0,0.1,0.005,0.002,0.02,0,0,0.961,0.004,0.002,0.005,NA,0.001,0,0,0.9,0.101464327,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
TKL,TKL,Tokelau,NA,1319,0,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
TKM,TKM,Turkmenistan,0.71,5851466,0.515933443,0.109607777,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.489,0.021,0.032,0,0,0.456,0.001,0,0,NA,0,0.001,0,0,0.162568635,0.2,0,0,3,0,0,0,0.1,0.001,0,0.005,0,0,0.974,0.015,0,0,NA,0,0.005,0,0.9,0.162568635,0,0,0,3,0,0,0,0.1,0.625,0.375,0,NA,0.825,0.65,0.1609375,0.273125,,,
TLS,TLS,Timor-Leste,0.626,1324094,0.305778895,0.135071547,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0.356,0.337,0.071,0.008,0.186,0.004,0.001,0.007,NA,0.006,0.023,0,0,0,0.2,0,0,3,0,0,0,0.1,0,0.134,0.21,0.037,0.022,0.17,0.019,0.011,0.009,NA,0.069,0.319,0,0.9,0,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
TON,TON,Tonga,0.717,109008,0.231313298,0.11543374,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.172812429,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.172812429,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
TTO,TTO,Trinidad and Tobago,0.799,1372598,0.531841807,0.063141528,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.159,0.3055,0,0.0005,0.0035,0.024,0.006,0,0,NA,0,0.0005,0.001,0,0.354662098,0.2,0,0,3,0,0,0,0.1,0.014,0.4165,0,0,0,0.067,0.002,0,0,NA,0,0,0.0005,0.9,0.353550304,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,Error (check),,
TUN,TUN,Tunisia,0.739,11659174,0.689450728,0.084963741,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.341,0.093,0,0.0045,0,0.49,0,0,0,NA,0,0.0005,0.0705,0.0614009,0.770859843,0.0607068,0,0,3,0,0,0,0.1,0.041,0.364,0,0.0465,0,0.398,0,0,0,NA,0,0.014,0.1365,0.9,0.157804329,0,0,0,3,0,0,0,0.1,0.811320755,0.188679245,0,NA,0.787735849,0.575471698,0.201462264,0.348584906,,,
TUR,TUR,Turkey,0.807,81916871,0.751428701,0.077866026,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089341,0.6812018,0.0063042,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3025764,0.9,0,0,3,0,0,0,0.1,0.285714286,0.387755102,0.326530612,NA,0.905918367,0.792244898,0.080285714,0.135714286,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
TUV,TUV,Tuvalu,NA,11287,0.623903606,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.806,0.038,0,0,0,0.092,0.027,0,0.011,NA,0,0.015,0.011,0.0418393,0,0,0,0,3,0,0,0,0.1,0.63,0.15,0,0,0,0.044,0.088,0.001,0.006,NA,0,0.073,0.008,0.0972453,0,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
TWN,TWN,Taiwan,NA,23694089,0.781557417,0.042454824,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,0.722222222,0.277777778,0,NA,0.805555556,0.611111111,0.182083333,0.3125,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
TZA,TZA,Tanzania,0.528,59091392,0.337757232,0.163032231,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.023,0.276,0.242,0.03,0.001,0.32,0.099,0.004,0,NA,0,0.006,0,0.3082662,0.014173122,0,0,0,3,0,0,0,0.1,0.004,0.041,0.057,0.005,0.002,0.364,0.405,0.02,0.001,NA,0.001,0.097,0.003,0.2231534,0.00157995,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
UGA,UGA,Uganda,0.528,44270563,0.237744503,0.170438753,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.014,0.062,0.039,0.002,0.006,0.506,0.35,0.009,0,NA,0,0.012,0,0,0.004851543,0.2,0,0,3,0,0,0,0.1,0.002,0.002,0,0,0,0.226,0.676,0.001,0.001,NA,0.002,0.081,0.01,0.9,0.0005484,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
UKR,UKR,Ukraine,0.75,44009214,0.693524542,0.048334514,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.699,0.018,0.071,0,0,0.202,0.006,0.003,0.001,NA,0,0,0,0.1310977,0.4446968,0.0819112,0,0,3,0,0,0,0.1,0.059,0.022,0.07,0,0.001,0.806,0.02,0.012,0.009,NA,0,0.001,0,0.9,0.0155716,0,0,0,3,0,0,0,0.1,0.5,0.5,0,NA,0.85,0.7,0.13375,0.2225,,,
UMI,UMI,United States Minor Outlying Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
URY,URY,Uruguay,0.808,3469551,0.953340072,0.068127403,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.63,0.325,0,0.001,0,0.036,0,0,0,NA,0,0.004,0.005,0,0.383054517,0.9,0,0,3,0,0,0,0.1,0.011,0.868,0,0.002,0,0.097,0,0,0,NA,0,0.007,0.015,0,0.451983359,0.9,0,0,3,0,0,0,0.1,0.860465116,0.139534884,0,NA,0.777906977,0.555813953,0.212151163,0.368488372,,,
USA,USA,United States,0.92,326766748,0.822564461,0.059444636,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.937,0.063,0,0,0,0,0,0,0,NA,0,0,0,0.0163308,0.9222411,0.0161154,0,0,3,0,0,0,0.1,0.322,0.677,0,0,0,0,0,0,0,NA,0,0,0.001,0,0.3059011,0.9,0,0,3,0,0,0,0.1,0.013513514,0.445945946,0.540540541,NA,0.968918919,0.905405405,0.016587838,0.025472973,,,
UZB,UZB,Uzbekistan,0.71,32364996,0.504780597,0.102531196,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.386,0.009,0.096,0,0,0.507,0.002,0,0,NA,0,0,0,0,0.162568635,0.2,0,0,3,0,0,0,0.1,0.003,0.001,0.048,0,0,0.941,0.007,0,0,NA,0,0,0,0.9,0.162568635,0,0,0,3,0,0,0,0.1,0.833333333,0.166666667,0,NA,0.783333333,0.566666667,0.20625,0.3575,,,
VAT,VAT,Vatican City,NA,801,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
VCT,VCT,Saint Vincent and the Grenadines,0.728,110200,0.521978221,0.069456587,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.027,0.657,0,0,0,0.259,0,0,0,NA,0,0.046,0.011,0,0.190229508,0.2,0,0,3,0,0,0,0.1,0.027,0.657,0,0,0,0.259,0,0,0,NA,0,0.046,0.011,0.9,0.190229508,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
VEN,VEN,Venezuela,0.726,32381221,0.882076652,0.083113439,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.776,0.179,0,0,0.008,0.009,0,0,0,NA,0,0.027,0,0,0.186937115,0.2,0,0,3,0,0,0,0.1,0.097,0.526,0,0,0.044,0.051,0,0,0,NA,0,0.282,0,0.9,0.186937115,0,0,0,3,0,0,0,0.1,0.818181818,0.181818182,0,NA,0.786363636,0.572727273,0.202954545,0.351363636,,,
VGB,VGB,British Virgin Islands,NA,31719,0.477221854,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.32,0.64,0,0,0,0.01,0,0,0,NA,0,0,0.03,0,0.22,0.2,0,0,3,0,0,0,0.1,0.32,0.64,0,0,0,0.01,0,0,0,NA,0,0,0.03,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
VIR,VIR,"Virgin Islands, U.S.",NA,104914,0.957203042,0.057171313,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.466,0.524,0,0,0,0,0,0,0,NA,0,0,0.01,0,0.22,0.2,0,0,3,0,0,0,0.1,0.466,0.524,0,0,0,0,0,0,0,NA,0,0,0.01,0,0.22,0,0,0,3,0,0,0,0.1,0.833333333,0.166666667,0,NA,0.783333333,0.566666667,0.20625,0.3575,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
VNM,VNM,Vietnam,0.693,96491146,0.359193174,0.081082658,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.013,0.877,0.01,0.006,0.001,0.017,0.009,0.013,0,NA,0.026,0.026,0.002,0,0.204831646,0.2,0,0,3,0,0,0,0.1,0.004,0.537,0.039,0.011,0.001,0.097,0.049,0.088,0.001,NA,0.093,0.073,0.007,0.9,0.52555488,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
VUT,VUT,Vanuatu,0.597,282117,0.252735567,0.137001465,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0.704,0.036,0,0,0.172,0.075,0,0,NA,0,0.008,0.005,0,0.06062254,0.2,0,0,3,0,0,0,0.1,0,0.034,0.066,0,0,0.451,0.404,0,0,NA,0,0.04,0.005,0.9,0.06062254,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
WLF,WLF,Wallis and Futuna,NA,11683,0,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
WSM,WSM,Samoa,0.707,197695,0.182432535,0.13603145,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0.956,0,0,0.034,0.005,0.005,0,0,NA,0,0,0,0.3749944,0.002414,0,0,0,3,0,0,0,0.1,0,0.855,0,0,0.109,0.023,0.012,0,0,NA,0,0.001,0,0.5080804,0.000868,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
XAD,XAD,Akrotiri and Dhekelia,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
XCA,XCA,Caspian Sea,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
XCL,XCL,Clipperton Island,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
XKO,XKO,Kosovo,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
XNC,XNC,Northern Cyprus,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
XPI,XPI,Paracel Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
XSP,XSP,Spratly Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
YEM,YEM,Yemen,0.463,28915284,0.366424207,0.137977282,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.644,0.226,0,0,0,0.08,0,0,0.023,NA,0,0.024,0.002,0.0690338,0.5434455,0.0576051,0,0,3,0,0,0,0.1,0.062,0.283,0,0,0,0.219,0,0,0.098,NA,0,0.334,0.004,0.9,0.0038942,0,0,0,3,0,0,0,0.1,0.4,0.4,0.2,NA,0.878,0.744,0.1078,0.182,,,
ZAF,ZAF,South Africa,0.705,57398421,0.663550814,0.097202366,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.313,0.557,0,0,0,0.1,0,0,0.019,NA,0,0.01,0.001,0,0.155625547,0.2,0,0,3,0,0,0,0.1,0.052,0.077,0,0,0,0.815,0,0,0.023,NA,0,0.031,0.001,0.9,0.155625547,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
ZMB,ZMB,Zambia,0.591,17609178,0.435209241,0.160273121,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.214,0.127,0.012,0.003,0,0.434,0.177,0,0,NA,0,0.029,0.004,0,0.058335517,0.2,0,0,3,0,0,0,0.1,0.006,0.005,0.001,0.001,0,0.13,0.506,0,0,NA,0.004,0.338,0.008,0.9,0.067117208,0,0,0,3,0,0,0,0.1,0.8,0.2,0,NA,0.79,0.58,0.199,0.344,,,
ZWE,ZWE,Zimbabwe,0.563,16913261,0.322085315,0.141119444,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.784,0.102,0.016,0.008,0.001,0.067,0.005,0,0.007,NA,0,0.011,0,0.0343757,0.118698171,0.0110469,0,0,3,0,0,0,0.1,0.026,0.019,0.002,0,0,0.51,0.108,0,0.001,NA,0,0.331,0.002,0.9,0.0032482,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
